기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2020,2,A,골목상권,1000353,노해로63다길,21,337,200,4,,,58,108,230,145,,,,52,135918100
2020,1,A,골목상권,1000353,노해로63다길,21,337,200,4,,,58,108,230,145,,,,52,135918100
2020,2,A,골목상권,1000352,노해로60길,38,296,15,1,,,134,167,11,,,,,50,108183461
2020,1,A,골목상권,1000352,노해로60길,38,296,15,1,,,134,167,11,,,,,50,108183461
2020,2,A,골목상권,1000351,한천로140길,22,171,16,,1,,81,106,,1,,,,48,106761833
2020,1,A,골목상권,1000351,한천로140길,22,171,16,,1,,81,106,,1,,,,48,106761833
2020,2,A,골목상권,1000350,한천로139가길,10,71,11,,1,,26,56,1,,,,,55,115861218
2020,1,A,골목상권,1000350,한천로139가길,10,71,11,,1,,26,56,1,,,,,55,115861218
2020,2,A,골목상권,1000349,한천로132길,28,275,26,,1,,157,144,,1,,,,48,110909966
2020,1,A,골목상권,1000349,한천로132길,28,275,26,,1,,157,144,,1,,,,48,110909966
2020,2,A,골목상권,1000348,한천로130길,42,323,15,,,,89,249,,,,,,50,118543703
2020,1,A,골목상권,1000348,한천로130길,42,323,15,,,,89,249,,,,,,50,118543703
2020,2,A,골목상권,1000347,한천로124나길,24,225,80,,,,63,193,49,,,,,49,119896173
2020,1,A,골목상권,1000347,한천로124나길,24,225,80,,,,63,193,49,,,,,49,119896173
2020,2,A,골목상권,1000346,한천로109길,27,467,411,,,,177,336,317,48,,,,57,124138416
2020,1,A,골목상권,1000346,한천로109길,27,467,411,,,,177,336,317,48,,,,57,124138416
2020,2,A,골목상권,1000345,인수봉로79길,94,748,53,1,10,,629,172,5,6,,,,41,75425014
2020,1,A,골목상권,1000345,인수봉로79길,94,748,53,1,10,,629,172,5,6,,,,41,75425014
2020,2,A,골목상권,1000344,인수봉로72길,72,601,463,1,,,139,522,404,,,,,54,134448455
2020,1,A,골목상권,1000344,인수봉로72길,72,601,463,1,,,139,522,404,,,,,54,134448455
2020,2,A,골목상권,1000343,인수봉로56길,42,334,17,2,,,81,267,5,,,,,52,130902913
2020,1,A,골목상권,1000343,인수봉로56길,42,334,17,2,,,81,267,5,,,,,52,130902913
2020,2,A,골목상권,1000342,오패산로67길,25,222,11,,,,86,147,,,,,,47,103554714
2020,1,A,골목상권,1000342,오패산로67길,25,222,11,,,,86,147,,,,,,47,103554714
2020,2,A,골목상권,1000341,오패산로52길,184,1108,6,,,,1045,69,,,,,,44,73412838
2020,1,A,골목상권,1000341,오패산로52길,184,1108,6,,,,1045,69,,,,,,44,73412838
2020,2,A,골목상권,1000340,오패산로30길,16,159,48,1,1,,15,59,8,127,,,,60,151761293
2020,1,A,골목상권,1000340,오패산로30길,16,159,48,1,1,,15,59,8,127,,,,60,151761293
2020,2,A,골목상권,1000339,수유로12길,55,655,108,2,,,413,318,34,,,,,51,119496480
2020,1,A,골목상권,1000339,수유로12길,55,655,108,2,,,413,318,34,,,,,51,119496480
2020,2,A,골목상권,1000338,솔샘로65길,50,435,143,,,,52,347,179,,,,,51,164024228
2020,1,A,골목상권,1000338,솔샘로65길,50,435,143,,,,52,347,179,,,,,51,164024228
2020,2,A,골목상권,1000337,솔매로50길,35,282,48,1,,,116,205,10,,,,,51,127518186
2020,1,A,골목상권,1000337,솔매로50길,35,282,48,1,,,116,205,10,,,,,51,127518186
2020,2,A,골목상권,1000336,솔매로45길,24,218,13,1,,,51,169,12,,,,,47,139496669
2020,1,A,골목상권,1000336,솔매로45길,24,218,13,1,,,51,169,12,,,,,47,139496669
2020,2,A,골목상권,1000335,솔매로41길,49,409,54,,,,155,282,26,,,,,49,130041847
2020,1,A,골목상권,1000335,솔매로41길,49,409,54,,,,155,282,26,,,,,49,130041847
2020,2,A,골목상권,1000334,삼양로93길,59,481,66,2,,,167,368,14,,,,,51,128662961
2020,1,A,골목상권,1000334,삼양로93길,59,481,66,2,,,167,368,14,,,,,51,128662961
2020,2,A,골목상권,1000333,삼양로77길,58,540,173,,,,249,463,1,,,,,52,117186086
2020,1,A,골목상권,1000333,삼양로77길,58,540,173,,,,249,463,1,,,,,52,117186086
2020,2,A,골목상권,1000332,삼양로54길,47,372,38,1,,,40,324,47,,,,,51,156315704
2020,1,A,골목상권,1000332,삼양로54길,47,372,38,1,,,40,324,47,,,,,51,156315704
2020,2,A,골목상권,1000331,삼양로41길,52,336,59,,1,,126,256,14,,,,,50,117809729
2020,1,A,골목상권,1000331,삼양로41길,52,336,59,,1,,126,256,14,,,,,50,117809729
2020,2,A,골목상권,1000330,삼양로27길,6,129,209,68,,,8,11,,142,207,38,,74,330396128
2020,1,A,골목상권,1000330,삼양로27길,6,129,209,68,,,8,11,,142,207,38,,74,330396128
2020,2,A,골목상권,1000329,삼양로24길,44,162,110,3,,,60,93,121,1,,,,51,141701667
2020,1,A,골목상권,1000329,삼양로24길,44,162,110,3,,,60,93,121,1,,,,51,141701667
2020,2,A,골목상권,1000328,삼양로20길,16,58,5,,,,18,40,5,,,,,42,119874554
2020,1,A,골목상권,1000328,삼양로20길,16,58,5,,,,18,40,5,,,,,42,119874554
2020,2,A,골목상권,1000327,삼각산로28길,74,738,59,,,,230,530,37,,,,,51,121859541
2020,1,A,골목상권,1000327,삼각산로28길,74,738,59,,,,230,530,37,,,,,51,121859541
2020,2,A,골목상권,1000326,도봉로99길,47,391,38,,,,172,254,3,,,,,49,111955857
2020,1,A,골목상권,1000326,도봉로99길,47,391,38,,,,172,254,3,,,,,49,111955857
2020,2,A,골목상권,1000324,도봉로76길,45,925,56,1,,,365,592,25,,,,,48,124534395
2020,1,A,골목상권,1000324,도봉로76길,45,925,56,1,,,365,592,25,,,,,48,124534395
2020,2,A,골목상권,1000323,도봉로67길,19,124,14,,,,17,121,,,,,,50,136068087
2020,1,A,골목상권,1000323,도봉로67길,19,124,14,,,,17,121,,,,,,50,136068087
2020,2,A,골목상권,1000322,도봉로45길,45,380,35,,,,38,356,21,,,,,49,145628200
2020,1,A,골목상권,1000322,도봉로45길,45,380,35,,,,38,356,21,,,,,49,145628200
2020,2,A,골목상권,1000321,도봉로18길,38,301,74,1,,,33,300,42,1,,,,53,148516691
2020,1,A,골목상권,1000321,도봉로18길,38,301,74,1,,,33,300,42,1,,,,53,148516691
2020,2,A,골목상권,1000320,도봉로13길,10,56,8,1,,,8,55,2,,,,,57,144190476
2020,1,A,골목상권,1000320,도봉로13길,10,56,8,1,,,8,55,2,,,,,57,144190476
2020,2,A,골목상권,1000319,덕릉로41길,19,143,24,,,,33,134,,,,,,51,126876358
2020,1,A,골목상권,1000319,덕릉로41길,19,143,24,,,,33,134,,,,,,51,126876358
2020,2,A,골목상권,1000318,덕릉로40길,44,391,21,,,,110,302,,,,,,51,131013968
2020,1,A,골목상권,1000318,덕릉로40길,44,391,21,,,,110,302,,,,,,51,131013968
2020,2,A,골목상권,1000317,노해로33길,61,534,48,,,,189,379,14,,,,,49,118574690
2020,1,A,골목상권,1000317,노해로33길,61,534,48,,,,189,379,14,,,,,49,118574690
2020,2,A,골목상권,1000316,노해로23길,37,304,48,1,1,,140,213,1,,,,,53,110976831
2020,1,A,골목상권,1000316,노해로23길,37,304,48,1,1,,140,213,1,,,,,53,110976831
2020,2,A,골목상권,1000315,노해로17길,41,345,33,1,,,98,281,,,,,,52,113374764
2020,1,A,골목상권,1000315,노해로17길,41,345,33,1,,,98,281,,,,,,52,113374764
2020,2,A,골목상권,1000314,화랑로40길,35,267,25,1,,,31,250,12,,,,,52,142506958
2020,1,A,골목상권,1000314,화랑로40길,35,267,25,1,,,31,250,12,,,,,52,142506958
2020,2,A,골목상권,1000313,화랑로32길,94,595,19,1,,,291,315,9,,,,,40,94632067
2020,1,A,골목상권,1000313,화랑로32길,94,595,19,1,,,291,315,9,,,,,40,94632067
2020,2,A,골목상권,1000312,화랑로1길,48,584,229,1,,,37,399,378,,,,,52,170709490
2020,1,A,골목상권,1000312,화랑로1길,48,584,229,1,,,37,399,378,,,,,52,170709490
2020,2,A,골목상권,1000311,화랑로19길,33,152,66,,,,33,157,28,,,,,55,141570116
2020,1,A,골목상권,1000311,화랑로19길,33,152,66,,,,33,157,28,,,,,55,141570116
2020,2,A,골목상권,1000310,화랑로14길,12,96,11,18,,,59,47,19,,,,,50,117893962
2020,1,A,골목상권,1000310,화랑로14길,12,96,11,18,,,59,47,19,,,,,50,117893962
2020,2,A,골목상권,1000309,화랑로13길,10,59,18,39,,,29,38,10,,39,,,60,153892224
2020,1,A,골목상권,1000309,화랑로13길,10,59,18,39,,,29,38,10,,39,,,60,153892224
2020,2,A,골목상권,1000308,한천로76길,27,231,94,1,,,32,209,85,,,,,55,141347688
2020,1,A,골목상권,1000308,한천로76길,27,231,94,1,,,32,209,85,,,,,55,141347688
2020,2,A,골목상권,1000307,한천로101가길,5,96,137,,,,,28,2,88,115,,,61,244178958
2020,1,A,골목상권,1000307,한천로101가길,5,96,137,,,,,28,2,88,115,,,61,244178958
2020,2,A,골목상권,1000306,창경궁로43길,16,163,10,11,14,19,79,73,14,32,19,,,68,193466760
2020,1,A,골목상권,1000306,창경궁로43길,16,163,10,11,14,19,79,73,14,32,19,,,68,193466760
2020,2,A,골목상권,1000305,지봉로20길,28,237,74,,1,,80,166,16,50,,,,55,143107527
2020,1,A,골목상권,1000305,지봉로20길,28,237,74,,1,,80,166,16,50,,,,55,143107527
2020,2,A,골목상권,1000304,종암로5길,28,264,96,,14,,28,206,125,15,,,,63,177537433
2020,1,A,골목상권,1000304,종암로5길,28,264,96,,14,,28,206,125,15,,,,63,177537433
2020,2,A,골목상권,1000303,종암로24가길,13,539,,,,,23,34,482,,,,,50,183073124
2020,1,A,골목상권,1000303,종암로24가길,13,539,,,,,23,34,482,,,,,50,183073124
2020,2,A,골목상권,1000302,종암로21길,7,165,211,,,,22,67,32,255,,,,55,198740374
2020,1,A,골목상권,1000302,종암로21길,7,165,211,,,,22,67,32,255,,,,55,198740374
2020,2,A,골목상권,1000301,종암로19길,24,398,56,1,,,66,191,56,122,20,,,51,154507596
2020,1,A,골목상권,1000301,종암로19길,24,398,56,1,,,66,191,56,122,20,,,51,154507596
2020,2,A,골목상권,1000300,종암로16길,27,305,92,,,,47,188,81,,81,,,48,162137527
2020,1,A,골목상권,1000300,종암로16길,27,305,92,,,,47,188,81,,81,,,48,162137527
2020,2,A,골목상권,1000299,정릉로8길,27,434,59,31,,1,170,324,30,,,1,,57,122530213
2020,1,A,골목상권,1000299,정릉로8길,27,434,59,31,,1,170,324,30,,,1,,57,122530213
2020,2,A,골목상권,1000298,정릉로27길,78,600,139,5,,,88,584,72,,,,,56,148816393
2020,1,A,골목상권,1000298,정릉로27길,78,600,139,5,,,88,584,72,,,,,56,148816393
2020,2,A,골목상권,1000297,정릉로26길,7,102,239,44,,,6,43,67,269,,,,65,211215686
2020,1,A,골목상권,1000297,정릉로26길,7,102,239,44,,,6,43,67,269,,,,65,211215686
2020,2,A,골목상권,1000296,장위로50길,28,206,26,,,1,1,203,28,,,,1,57,179079060
2020,1,A,골목상권,1000296,장위로50길,28,206,26,,,1,1,203,28,,,,1,57,179079060
2020,2,A,골목상권,1000295,장월로1길,13,466,1,2,,,77,351,41,,,,,43,142189655
2020,1,A,골목상권,1000295,장월로1길,13,466,1,2,,,77,351,41,,,,,43,142189655
2020,2,A,골목상권,1000294,인촌로6길,5,46,100,56,,,6,31,15,94,56,,,55,191489859
2020,1,A,골목상권,1000294,인촌로6길,5,46,100,56,,,6,31,15,94,56,,,55,191489859
2020,2,A,골목상권,1000293,인촌로5길,16,133,11,2,,,102,41,3,,,,,39,94869286
2020,1,A,골목상권,1000293,인촌로5길,16,133,11,2,,,102,41,3,,,,,39,94869286
2020,2,A,골목상권,1000292,인촌로24길,5,99,2,,,,98,1,,2,,,,23,69554322
2020,1,A,골목상권,1000292,인촌로24길,5,99,2,,,,98,1,,2,,,,23,69554322
2020,2,A,골목상권,1000291,개운사길,8,112,3,1,,,104,9,3,,,,,37,88909684
2020,1,A,골목상권,1000291,개운사길,8,112,3,1,,,104,9,3,,,,,37,88909684
2020,2,A,골목상권,1000290,인촌로1길,14,81,4,,,,52,31,2,,,,,34,100125444
2020,1,A,골목상권,1000290,인촌로1길,14,81,4,,,,52,31,2,,,,,34,100125444
2020,2,A,골목상권,1000289,인촌로17가길,11,80,6,1,,,46,40,1,,,,,50,98044571
2020,1,A,골목상권,1000289,인촌로17가길,11,80,6,1,,,46,40,1,,,,,50,98044571
2020,2,A,골목상권,1000288,오패산로4길,15,119,263,,,,36,146,167,33,,,,57,152750767
2020,1,A,골목상권,1000288,오패산로4길,15,119,263,,,,36,146,167,33,,,,57,152750767
2020,2,A,골목상권,1000287,오패산로3길,7,174,199,20,,,14,64,127,179,9,,,57,176205151
2020,1,A,골목상권,1000287,오패산로3길,7,174,199,20,,,14,64,127,179,9,,,57,176205151
2020,2,A,골목상권,1000286,오패산로19길,9,25,18,1,,,13,30,1,,,,,63,123780556
2020,1,A,골목상권,1000286,오패산로19길,9,25,18,1,,,13,30,1,,,,,63,123780556
2020,2,A,골목상권,1000285,안암로5길,30,227,82,11,,,61,154,103,2,,,,59,154069824
2020,1,A,골목상권,1000285,안암로5길,30,227,82,11,,,61,154,103,2,,,,59,154069824
2020,2,A,골목상권,1000284,아리랑로4길,33,285,79,23,,7,155,183,52,2,2,,,55,133842263
2020,1,A,골목상권,1000284,아리랑로4길,33,285,79,23,,7,155,183,52,2,2,,,55,133842263
2020,2,A,골목상권,1000283,솔샘로6길,36,340,60,1,3,1,77,310,16,1,1,,,53,140092546
2020,1,A,골목상권,1000283,솔샘로6길,36,340,60,1,3,1,77,310,16,1,1,,,53,140092546
2020,2,A,골목상권,1000282,성북로8길,44,196,204,23,19,10,38,134,130,128,14,7,1,71,200702692
2020,1,A,골목상권,1000282,성북로8길,44,196,204,23,19,10,38,134,130,128,14,7,1,71,200702692
2020,2,A,골목상권,1000281,삼양로8길,4,24,13,2,1,1,3,28,8,,2,,,86,217985455
2020,1,A,골목상권,1000281,삼양로8길,4,24,13,2,1,1,3,28,8,,2,,,86,217985455
2020,2,A,골목상권,1000280,삼선교로16가길,15,60,12,,,,37,35,,,,,,54,101612698
2020,1,A,골목상권,1000280,삼선교로16가길,15,60,12,,,,37,35,,,,,,54,101612698
2020,2,A,골목상권,1000279,삼선교로10다길,17,133,14,1,,,64,78,6,,,,,49,107245356
2020,1,A,골목상권,1000279,삼선교로10다길,17,133,14,1,,,64,78,6,,,,,49,107245356
2020,2,A,골목상권,1000278,삼선교로10길,11,123,12,4,,,34,87,17,1,,,,48,137814236
2020,1,A,골목상권,1000278,삼선교로10길,11,123,12,4,,,34,87,17,1,,,,48,137814236
2020,2,A,골목상권,1000277,보문로32길,26,271,17,2,,,245,43,2,,,,,35,79696244
2020,1,A,골목상권,1000277,보문로32길,26,271,17,2,,,245,43,2,,,,,35,79696244
2020,2,A,골목상권,1000276,보문로31길,41,274,102,4,1,,113,232,35,1,,,,55,128200271
2020,1,A,골목상권,1000276,보문로31길,41,274,102,4,1,,113,232,35,1,,,,55,128200271
2020,2,A,골목상권,1000275,보문로26길,18,228,4,2,,,162,66,5,,1,,,30,95730024
2020,1,A,골목상권,1000275,보문로26길,18,228,4,2,,,162,66,5,,1,,,30,95730024
2020,2,A,골목상권,1000274,보문로13길,18,199,101,,,,35,106,82,,29,48,,52,177659866
2020,1,A,골목상권,1000274,보문로13길,18,199,101,,,,35,106,82,,29,48,,52,177659866
2020,2,A,골목상권,1000273,보국문로16길,66,491,262,,1,,174,490,14,76,,,,56,130653047
2020,1,A,골목상권,1000273,보국문로16길,66,491,262,,1,,174,490,14,76,,,,56,130653047
2020,2,A,골목상권,1000271,동소문로2길,1,5,1,,,,,5,1,,,,,53,148833333
2020,1,A,골목상권,1000271,동소문로2길,1,5,1,,,,,5,1,,,,,53,148833333
2020,2,A,골목상권,1000270,동소문로26가길,25,256,34,2,1,,185,104,3,1,,,,44,110216228
2020,1,A,골목상권,1000270,동소문로26가길,25,256,34,2,1,,185,104,3,1,,,,44,110216228
2020,2,A,골목상권,1000269,동소문로15길,11,171,15,,,,113,49,24,,,,,41,141661590
2020,1,A,골목상권,1000269,동소문로15길,11,171,15,,,,113,49,24,,,,,41,141661590
2020,2,A,골목상권,1000268,동소문로13길,37,289,108,107,234,,50,333,23,16,302,14,,67,163011895
2020,1,A,골목상권,1000268,동소문로13길,37,289,108,107,234,,50,333,23,16,302,14,,67,163011895
2020,2,A,골목상권,1000267,돌곶이로8길,3,25,1,,,,7,15,4,,,,,46,144750000
2020,1,A,골목상권,1000267,돌곶이로8길,3,25,1,,,,7,15,4,,,,,46,144750000
2020,2,A,골목상권,1000266,돌곶이로41길,26,210,23,,,,25,195,13,,,,,48,138373947
2020,1,A,골목상권,1000266,돌곶이로41길,26,210,23,,,,25,195,13,,,,,48,138373947
2020,2,A,골목상권,1000265,돌곶이로28길,13,57,145,4,,,4,69,130,3,,,,63,180092398
2020,1,A,골목상권,1000265,돌곶이로28길,13,57,145,4,,,4,69,130,3,,,,63,180092398
2020,2,A,골목상권,1000264,돌곶이로27길,34,219,85,,,,6,253,45,,,,,58,159615170
2020,1,A,골목상권,1000264,돌곶이로27길,34,219,85,,,,6,253,45,,,,,58,159615170
2020,2,A,골목상권,1000263,돌곶이로22길,16,125,17,2,,,71,69,2,2,,,,47,112990328
2020,1,A,골목상권,1000263,돌곶이로22길,16,125,17,2,,,71,69,2,2,,,,47,112990328
2020,2,A,골목상권,1000262,돌곶이로14길,4,22,8,,,,,30,,,,,,58,148675000
2020,1,A,골목상권,1000262,돌곶이로14길,4,22,8,,,,,30,,,,,,58,148675000
2020,2,A,골목상권,1000260,중랑천로10길,25,223,86,2,,,39,253,19,,,,,53,142031056
2020,1,A,골목상권,1000260,중랑천로10길,25,223,86,2,,,39,253,19,,,,,53,142031056
2020,2,A,골목상권,1000259,용마산로94길,59,434,152,,,,150,425,11,,,,,51,117826936
2020,1,A,골목상권,1000259,용마산로94길,59,434,152,,,,150,425,11,,,,,51,117826936
2020,2,A,골목상권,1000258,용마산로118길,10,182,5,,,,132,55,,,,,,49,122041759
2020,1,A,골목상권,1000258,용마산로118길,10,182,5,,,,132,55,,,,,,49,122041759
2020,2,A,골목상권,1000257,용마산로112길,29,220,168,6,,,97,191,106,,,,,58,131040098
2020,1,A,골목상권,1000257,용마산로112길,29,220,168,6,,,97,191,106,,,,,58,131040098
2020,2,A,골목상권,1000256,용마산로100길,31,219,36,1,,,65,178,13,,,,,52,135362760
2020,1,A,골목상권,1000256,용마산로100길,31,219,36,1,,,65,178,13,,,,,52,135362760
2020,2,A,골목상권,1000255,신내로7가길,20,332,312,44,,,43,94,317,209,25,,,61,176005976
2020,1,A,골목상권,1000255,신내로7가길,20,332,312,44,,,43,94,317,209,25,,,61,176005976
2020,2,A,골목상권,1000254,사가정로54길,39,356,25,14,,,103,266,24,2,,,,50,139778677
2020,1,A,골목상권,1000254,사가정로54길,39,356,25,14,,,103,266,24,2,,,,50,139778677
2020,2,A,골목상권,1000253,사가정로42길,12,147,456,,,,41,81,80,401,,,,63,208963871
2020,1,A,골목상권,1000253,사가정로42길,12,147,456,,,,41,81,80,401,,,,63,208963871
2020,2,A,골목상권,1000252,봉화산로56길,29,548,428,37,,,107,392,445,69,,,,56,145256331
2020,1,A,골목상권,1000252,봉화산로56길,29,548,428,37,,,107,392,445,69,,,,56,145256331
2020,2,A,골목상권,1000251,봉화산로4길,42,437,18,,1,,17,349,90,,,,,47,160111270
2020,1,A,골목상권,1000251,봉화산로4길,42,437,18,,1,,17,349,90,,,,,47,160111270
2020,2,A,골목상권,1000250,봉화산로30길,38,269,130,1,,,45,313,42,,,,,54,150955602
2020,1,A,골목상권,1000250,봉화산로30길,38,269,130,1,,,45,313,42,,,,,54,150955602
2020,2,A,골목상권,1000249,봉우재로33길,57,508,56,3,,,124,415,27,1,,,,42,139837702
2020,1,A,골목상권,1000249,봉우재로33길,57,508,56,3,,,124,415,27,1,,,,42,139837702
2020,2,A,골목상권,1000248,면목로78길,66,561,73,3,1,,155,478,5,,,,,48,120343316
2020,1,A,골목상권,1000248,면목로78길,66,561,73,3,1,,155,478,5,,,,,48,120343316
2020,2,A,골목상권,1000247,면목로56길,24,247,30,,,,27,205,45,,,,,49,147788693
2020,1,A,골목상권,1000247,면목로56길,24,247,30,,,,27,205,45,,,,,49,147788693
2020,2,A,골목상권,1000246,면목로55길,16,156,33,,,,1,156,32,,,,,50,166566404
2020,1,A,골목상권,1000246,면목로55길,16,156,33,,,,1,156,32,,,,,50,166566404
2020,2,A,골목상권,1000245,면목로49길,27,268,29,2,,,53,240,6,,,,,45,137819719
2020,1,A,골목상권,1000245,면목로49길,27,268,29,2,,,53,240,6,,,,,45,137819719
2020,2,A,골목상권,1000244,면목로48길,35,372,23,,,,54,328,13,,,,,43,138934225
2020,1,A,골목상권,1000244,면목로48길,35,372,23,,,,54,328,13,,,,,43,138934225
2020,2,A,골목상권,1000243,면목로45길,3,27,,,,,4,22,1,,,,,41,145388889
2020,1,A,골목상권,1000243,면목로45길,3,27,,,,,4,22,1,,,,,41,145388889
2020,2,A,골목상권,1000242,면목로33길,21,177,19,,,,31,150,15,,,,,47,147093552
2020,1,A,골목상권,1000242,면목로33길,21,177,19,,,,31,150,15,,,,,47,147093552
2020,2,A,골목상권,1000241,면목로21길,23,185,14,1,,,20,165,15,,,,,45,151885565
2020,1,A,골목상권,1000241,면목로21길,23,185,14,1,,,20,165,15,,,,,45,151885565
2020,2,A,골목상권,1000240,망우로73길,6,56,,,,,12,44,,,,,,43,127984722
2020,1,A,골목상권,1000240,망우로73길,6,56,,,,,12,44,,,,,,43,127984722
2020,2,A,골목상권,1000239,망우로68길,18,125,23,4,,,20,125,7,,,,,56,145999802
2020,1,A,골목상권,1000239,망우로68길,18,125,23,4,,,20,125,7,,,,,56,145999802
2020,2,A,골목상권,1000238,동일로163길,50,563,21,19,,,92,462,49,,,,,46,151330723
2020,1,A,골목상권,1000238,동일로163길,50,563,21,19,,,92,462,49,,,,,46,151330723
2020,2,A,골목상권,1000237,동일로157길,31,319,29,,,,58,276,14,,,,,43,135712123
2020,1,A,골목상권,1000237,동일로157길,31,319,29,,,,58,276,14,,,,,43,135712123
2020,2,A,골목상권,1000236,동일로149길,47,491,43,1,,,102,383,50,,,,,47,140538824
2020,1,A,골목상권,1000236,동일로149길,47,491,43,1,,,102,383,50,,,,,47,140538824
2020,2,A,골목상권,1000235,동일로140길,43,349,63,2,,,49,349,16,,,,,54,139263364
2020,1,A,골목상권,1000235,동일로140길,43,349,63,2,,,49,349,16,,,,,54,139263364
2020,2,A,골목상권,1000234,동일로139길,33,293,7,,,,43,244,13,,,,,46,136686051
2020,1,A,골목상권,1000234,동일로139길,33,293,7,,,,43,244,13,,,,,46,136686051
2020,2,A,골목상권,1000233,동일로139가길,12,335,88,,1,,5,298,120,1,,,,56,176854134
2020,1,A,골목상권,1000233,동일로139가길,12,335,88,,1,,5,298,120,1,,,,56,176854134
2020,2,A,골목상권,1000232,동일로130길,61,604,63,,,,122,504,41,,,,,49,135769726
2020,1,A,골목상권,1000232,동일로130길,61,604,63,,,,122,504,41,,,,,49,135769726
2020,2,A,골목상권,1000231,동일로123길,22,181,22,,,,43,149,11,,,,,46,126975034
2020,1,A,골목상권,1000231,동일로123길,22,181,22,,,,43,149,11,,,,,46,126975034
2020,2,A,골목상권,1000230,동일로112길,63,862,18,,,,381,433,66,,,,,42,132542755
2020,1,A,골목상권,1000230,동일로112길,63,862,18,,,,381,433,66,,,,,42,132542755
2020,2,A,골목상권,1000229,동일로101길,25,130,151,26,2,,31,136,133,9,,,,59,152708468
2020,1,A,골목상권,1000229,동일로101길,25,130,151,26,2,,31,136,133,9,,,,59,152708468
2020,2,A,골목상권,1000228,동일로100길,68,483,182,1,,,142,442,82,,,,,54,132980033
2020,1,A,골목상권,1000228,동일로100길,68,483,182,1,,,142,442,82,,,,,54,132980033
2020,2,A,골목상권,1000227,답십리로75길,15,111,68,,,,5,147,1,26,,,,54,166460049
2020,1,A,골목상권,1000227,답십리로75길,15,111,68,,,,5,147,1,26,,,,54,166460049
2020,2,A,골목상권,1000226,공릉로2길,67,486,249,89,1,1,103,389,174,142,18,,,56,147126365
2020,1,A,골목상권,1000226,공릉로2길,67,486,249,89,1,1,103,389,174,142,18,,,56,147126365
2020,2,A,골목상권,1000225,공릉로12가길,10,173,156,,,,22,68,,83,156,,,58,216433461
2020,1,A,골목상권,1000225,공릉로12가길,10,173,156,,,,22,68,,83,156,,,58,216433461
2020,2,A,골목상권,1000224,겸재로54길,92,809,108,6,,,100,759,64,,,,,49,145175365
2020,1,A,골목상권,1000224,겸재로54길,92,809,108,6,,,100,759,64,,,,,49,145175365
2020,2,A,골목상권,1000223,겸재로36길,34,489,32,3,,,177,314,33,,,,,49,157099501
2020,1,A,골목상권,1000223,겸재로36길,34,489,32,3,,,177,314,33,,,,,49,157099501
2020,2,A,골목상권,1000222,겸재로29길,33,324,27,,,,72,208,71,,,,,42,135907316
2020,1,A,골목상권,1000222,겸재로29길,33,324,27,,,,72,208,71,,,,,42,135907316
2020,2,A,골목상권,1000221,휘경로3길,71,301,34,7,1,,176,118,42,7,,,,39,115718438
2020,1,A,골목상권,1000221,휘경로3길,71,301,34,7,1,,176,118,42,7,,,,39,115718438
2020,2,A,골목상권,1000220,휘경로2길,1,42,,,,,,42,,,,,,45,145222222
2020,1,A,골목상권,1000220,휘경로2길,1,42,,,,,,42,,,,,,45,145222222
2020,2,A,골목상권,1000219,휘경로23길,28,113,9,,,,52,68,2,,,,,38,105176786
2020,1,A,골목상권,1000219,휘경로23길,28,113,9,,,,52,68,2,,,,,38,105176786
2020,2,A,골목상권,1000218,휘경로14길,16,70,3,,,,53,20,,,,,,36,81339063
2020,1,A,골목상권,1000218,휘경로14길,16,70,3,,,,53,20,,,,,,36,81339063
2020,2,A,골목상권,1000217,한천로46길,12,240,275,142,,1,14,147,92,241,163,1,,62,234843105
2020,1,A,골목상권,1000217,한천로46길,12,240,275,142,,1,14,147,92,241,163,1,,62,234843105
2020,2,A,골목상권,1000216,한천로40길,9,115,3,1,,,1,72,45,1,,,,51,185574793
2020,1,A,골목상권,1000216,한천로40길,9,115,3,1,,,1,72,45,1,,,,51,185574793
2020,2,A,골목상권,1000215,한천로33길,8,105,18,1,,,9,68,46,1,,,,51,174640308
2020,1,A,골목상권,1000215,한천로33길,8,105,18,1,,,9,68,46,1,,,,51,174640308
2020,2,A,골목상권,1000214,한천로14길,25,219,77,24,4,,32,165,127,,,,,59,160153119
2020,1,A,골목상권,1000214,한천로14길,25,219,77,24,4,,32,165,127,,,,,59,160153119
2020,2,A,골목상권,1000213,천호대로97길,38,522,356,54,2,,154,272,264,244,,,,60,198766219
2020,1,A,골목상권,1000213,천호대로97길,38,522,356,54,2,,154,272,264,244,,,,60,198766219
2020,2,A,골목상권,1000212,천호대로77길,35,395,266,17,,,30,297,301,50,,,,55,183061126
2020,1,A,골목상권,1000212,천호대로77길,35,395,266,17,,,30,297,301,50,,,,55,183061126
2020,2,A,골목상권,1000211,천호대로45길,29,248,12,,,,26,193,41,,,,,46,149572890
